model_name,test_loss,test_accuracy,Class 0_precision,Class 0_recall,Class 0_f1-score,Class 0_support,Class 1_precision,Class 1_recall,Class 1_f1-score,Class 1_support,accuracy,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support
all_no_pitch_no_wind,0.10484045743942261,0.95436692237854,0.8832335329341318,0.8745059288537549,0.8788480635551142,1012.0,0.970771001150748,0.9730103806228374,0.971889400921659,4335.0,0.954366934729755,0.9270022670424398,0.9237581547382961,0.9253687322383866,5347.0,0.9542032214920206,0.954366934729755,0.9542799314219501,5347.0
