-289.12936,-297.36145,-333.94232,-316.146,-325.8339,-359.84015,-362.07358,-339.3254,-286.17828,-267.9644,-277.93497,-308.7237,-357.3039,-400.52078,-421.54327,-430.76532,-440.94284,-450.22705,-458.0155,-460.6124,-465.29428,-465.52783,-464.04608,-459.3371,-460.26254,-456.48087,-442.3284,-427.44806,-409.9506,0.0,0.0,0.0
124.68615,119.965576,102.08475,91.854416,87.34998,85.220474,86.446625,94.425415,110.702866,111.64053,111.435196,120.43227,123.8309,113.710556,101.07939,96.86178,90.68849,80.52215,76.75459,81.462204,88.02219,90.9467,88.36174,94.26279,101.49786,111.01283,120.083084,125.5818,122.363884,0.0,0.0,0.0
15.941898,9.617359,6.9751487,2.1988888,14.672901,15.638102,7.3926687,-9.193703,-27.66348,-42.38723,-46.46964,-31.80525,-5.2166643,12.721092,16.7849,15.669865,16.337978,19.666893,26.367704,29.798977,34.289078,35.218666,36.820694,36.76167,37.3061,43.42163,49.23418,54.61972,37.347855,0.0,0.0,0.0
21.024801,26.019537,33.626072,38.19603,25.389244,4.8447776,-1.2124468,11.345041,28.150803,42.89115,59.039818,55.64421,35.821682,19.159931,12.052193,12.820868,9.50786,3.8945622,-3.7151747,-1.1307628,2.2995853,-0.80174565,0.5616099,0.31753618,7.915949,12.935216,11.579718,5.9902925,3.0022776,0.0,0.0,0.0
-18.909935,-18.204767,0.7889494,10.952023,2.5096238,-8.696241,-5.9588103,3.3771157,13.172106,16.595535,16.749165,11.414125,4.9992943,-3.226394,-13.981466,-12.782286,-14.543021,-14.491783,-15.723311,-11.201834,-9.782171,-12.217323,-11.48738,-9.868327,-9.168965,-14.011219,-20.487705,-23.533714,-17.906887,0.0,0.0,0.0
9.556796,16.09472,21.480091,25.595215,25.31128,28.0675,24.568481,22.857952,18.555828,12.295746,-2.6276536,-10.424458,-2.9366274,12.88525,24.673683,27.94117,25.074478,26.105078,31.275215,31.382517,24.884975,25.96388,30.21038,24.20736,21.580498,17.746572,9.207305,2.9887352,-8.112739,0.0,0.0,0.0
13.20941,9.399947,-6.9023323,-7.435095,-4.261282,-1.3638034,-10.145491,-19.142754,-29.503698,-30.436098,-34.603855,-35.549862,-32.10766,-20.500565,-4.692772,-4.4945436,-8.001013,-7.062806,-6.3238144,-5.462659,-4.7785425,-6.8867354,-10.678993,-15.366686,-16.392746,-18.820103,-26.894476,-29.187859,-26.137772,0.0,0.0,0.0
-21.462128,-25.404678,-11.921141,-5.492902,3.576186,8.265581,0.009467602,-8.451819,-18.195852,-20.193623,-16.908127,-7.1683135,6.933487,20.332829,22.139748,19.245079,19.296803,22.421947,19.82043,19.045834,17.894482,18.942188,20.052338,14.252928,13.760192,16.594017,14.830465,9.331034,3.1172316,0.0,0.0,0.0
-19.043541,-23.228767,-19.538364,-19.972013,-13.274733,-4.7611427,-7.2944736,-6.392352,-11.796608,-4.148123,13.692623,16.833485,5.0957584,-9.750295,-10.197748,-10.106452,-7.912819,-12.430815,-16.317448,-11.505452,-11.224407,-8.812857,-9.35594,-14.004739,-13.164736,-11.400495,-17.825924,-15.622827,-8.12608,0.0,0.0,0.0
-16.181957,-15.985495,-3.2285926,-3.5318074,-5.104932,-1.9403852,-2.4087305,-2.3836792,-2.4434428,-2.4122868,-8.176243,-17.551315,-12.120851,-5.3845854,3.6208136,2.8648324,4.056475,10.597984,8.856107,8.089504,9.159477,10.682472,12.521912,2.3818207,1.2156312,4.6901646,7.909916,9.999905,6.9202595,0.0,0.0,0.0
-13.801703,-10.178253,-7.4017606,-13.210971,-10.586057,-6.7646503,-9.727747,-18.02224,-21.684742,-27.460186,-38.933216,-34.869633,-18.212158,2.4468017,3.910644,-3.3893871,-2.5926275,0.5516972,1.6070905,3.044518,4.703014,4.210164,5.930025,0.11972308,-3.7367177,-2.0725918,3.1993632,8.7200775,12.116592,0.0,0.0,0.0
9.149779,6.300418,-6.808988,-6.9027953,-7.5877275,-4.259635,-2.3084598,3.6387856,6.8759484,10.855565,10.234842,10.805786,3.873909,-6.9679193,-10.180351,-7.579877,-4.178857,-4.93523,-4.096299,-3.240153,-0.85121477,-1.5618442,-2.2442086,-3.4411361,-5.65619,-8.376425,-7.3287926,-4.7765465,-0.65580106,0.0,0.0,0.0
-8.901348,-16.713047,-19.919912,-17.607716,-13.357033,-9.640286,-7.4425726,-5.639151,-7.8774457,-8.965235,-12.144866,-12.510553,-6.935983,-2.4361622,2.1728344,7.792308,10.742718,11.552568,10.000752,9.2618,7.9480734,5.985043,6.360661,0.9473711,1.1954674,9.220114,14.970928,16.355995,13.031155,0.0,0.0,0.0
-8.04032,-8.686649,-4.6198025,-4.5979996,-3.3299987,-2.1334164,-2.4115753,-6.9907293,-16.5655,-17.347881,-16.97502,-17.980862,-14.6918,-7.6575975,-8.727273,-2.5097637,-1.4893945,-0.36698484,-2.9797764,1.7032938,6.1935797,6.322389,2.4853272,-0.9225855,0.82546335,0.72494066,1.0170393,1.0769899,-2.337324,0.0,0.0,0.0
13.686506,14.172279,1.1800482,2.7584748,-2.9688995,-9.863958,-9.341389,0.5933358,8.530956,10.681469,7.5550866,3.8763752,3.2764363,-1.9493587,-6.8594446,-8.24271,-8.650667,-5.88454,-7.425132,-7.370281,-6.107752,-6.662018,-8.212203,-6.4538636,-8.156192,-12.321579,-12.839479,-8.889851,-1.2897251,0.0,0.0,0.0
