model_name,test_loss,test_accuracy,Class 0_precision,Class 0_recall,Class 0_f1-score,Class 0_support,Class 1_precision,Class 1_recall,Class 1_f1-score,Class 1_support,accuracy,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support
all_wind_without_pitch,0.11909625679254532,0.9476341605186462,0.8910256410256411,0.8241106719367589,0.8562628336755647,1012.0,0.9596463386987077,0.9764705882352941,0.967985364738166,4335.0,0.9476341873948009,0.9253359898621745,0.9002906300860265,0.9121240992068653,5347.0,0.9466588417761076,0.9476341873948009,0.9468401989563533,5347.0
